ECON4A,ECON4B,HHINCOME,EDUCATION,AGE7,SU_ID
3,2,6,5,7,23880555
5,5,7,3,1,23882376
4,3,9,5,4,23882712
3,3,6,2,4,23883876
3,3,5,5,1,23886766
1,1,6,2,5,23888457
1,1,9,5,2,23888824
3,3,3,6,5,23891598
5,5,4,5,6,23893959
1,1,7,5,6,23894702
5,5,5,6,6,23895117
2,2,5,5,4,23898589
2,2,2,1,4,23899765
5,5,2,2,7,23900693
2,5,2,5,1,23901065
3,3,1,2,2,23901486
1,2,6,5,5,23901798
5,5,3,5,6,23901892
5,5,1,4,2,23902681
5,5,2,4,4,23903818
1,2,7,7,3,23904187
1,1,7,5,5,23904424
2,2,9,5,1,23904559
2,2,5,3,5,23904745
1,1,6,7,2,23906951
5,5,9,7,7,23907457
1,1,8,5,4,23907499
5,2,2,3,2,23908939
1,2,4,3,5,23912674
3,2,1,5,5,23914390
4,4,2,5,5,23918038
3,3,9,5,5,23922985
5,5,6,4,5,23926567
5,4,5,6,2,23927126
4,3,1,3,1,23927442
1,1,8,3,4,23928210
2,3,8,7,7,23928358
1,1,8,5,2,23929049
2,2,2,4,3,23933295
3,3,2,5,5,23933543
1,1,4,5,5,23939082
5,5,2,3,6,23940319
5,5,6,5,6,23942172
1,1,7,4,1,23946595
4,3,7,2,5,23947832
5,5,7,7,6,23949407
2,2,4,3,7,23950385
2,2,6,2,3,23956107
5,5,4,4,6,23957769
5,5,6,4,7,23963101
1,1,8,6,6,23964238
1,2,8,5,3,23967177
1,1,8,5,4,23968664
5,5,8,5,6,23968898
5,4,5,4,4,23969896
2,4,8,5,1,23976109
5,5,4,7,6,23978705
5,5,9,5,7,23979054
1,1,3,5,2,23983532
2,2,7,6,6,23986114
1,1,6,6,5,23995226
2,2,9,5,3,23995305
1,1,3,5,2,23996532
3,2,1,3,3,24000827
5,5,7,6,7,24001177
4,3,7,7,4,24001269
2,2,2,5,5,24005726
2,2,7,5,2,24013995
4,3,8,1,1,24015055
1,1,7,5,2,24016027
5,5,2,3,7,24016342
5,3,5,7,7,24016394
5,5,1,7,6,24017985
3,3,6,5,3,24019626
4,4,3,4,2,24021706
1,2,6,5,4,24021840
1,1,6,5,5,24023857
1,1,8,3,5,24023956
1,1,9,7,2,24026177
1,1,6,4,5,24026491
2,2,1,5,1,24027061
5,5,9,6,5,24027619
4,4,8,5,6,24028007
1,1,6,5,6,24030361
5,5,1,4,3,24033922
5,5,4,3,3,24037152
5,4,2,3,5,24038204
5,5,7,5,6,24042380
5,5,7,7,6,24047378
5,5,8,6,6,24050266
1,1,8,7,5,24050444
1,1,5,2,6,24053321
2,3,8,3,4,24058668
5,5,5,5,7,24060840
5,5,6,4,6,24061944
1,1,9,5,3,24063864
1,1,7,5,3,24065549
2,3,4,5,2,24065695
3,2,7,3,5,24065745
5,5,4,6,7,24065819
1,1,7,6,6,24068003
1,1,9,5,2,24068842
1,1,1,3,3,24078311
5,5,7,5,6,24079650
1,1,8,6,3,24081209
5,5,9,7,6,24081628
2,2,8,5,6,24082007
1,1,6,5,3,24083957
1,1,7,5,4,24089931
3,3,5,2,1,24090203
1,1,4,5,2,24095728
1,3,3,1,4,24097248
1,1,5,7,6,24103372
1,1,7,4,3,24107050
2,1,8,5,5,24110962
3,3,6,4,2,24111795
2,2,4,2,5,24116811
1,1,8,4,5,24117404
3,3,3,1,2,24118151
5,5,5,3,6,24119172
5,5,8,3,6,24120767
1,1,8,5,4,24123920
1,1,9,6,4,24124252
5,5,9,5,7,24125119
2,2,7,5,5,24125851
1,1,9,7,2,24126580
5,5,3,2,4,24128458
2,2,2,2,1,24130756
1,1,6,2,5,24131303
5,5,8,5,6,24133078
1,1,8,3,4,24134356
2,2,3,1,2,24134631
4,4,9,5,3,24134959
5,5,4,1,3,24143508
4,5,2,3,5,24144695
1,1,7,5,2,24145637
4,4,3,5,7,24147863
1,1,7,6,2,24148466
5,5,4,5,6,24148586
1,1,8,2,5,24149507
1,2,7,5,3,24152360
1,1,8,5,3,24154449
5,5,8,5,7,24155330
5,5,4,2,6,24155573
5,5,2,3,5,24155869
3,3,9,7,4,24166145
5,1,4,5,3,24169408
1,1,7,3,3,24170505
1,2,8,5,5,24172004
3,3,6,6,6,24174021
4,2,8,5,6,24178885
1,1,7,7,6,24178950
5,5,3,6,6,24179711
1,1,6,5,5,24180360
5,5,2,2,6,24182109
4,4,1,5,3,24183974
2,2,9,3,4,24185640
2,2,8,2,4,24186000
3,3,2,3,5,24187346
5,5,9,3,6,24190021
1,1,7,3,4,24191543
5,5,6,5,7,24193546
5,5,1,4,5,24194939
5,5,5,2,7,24195764
3,2,7,5,4,24201121
5,5,2,3,6,24203023
1,1,8,6,5,24203505
1,1,4,6,2,24205764
1,1,3,3,6,24206363
1,1,9,6,4,24207075
4,5,4,3,1,24209862
2,2,1,2,3,24215548
1,1,3,1,1,24217009
5,5,8,6,6,24217216
4,4,3,3,2,24217832
4,3,5,1,5,24221101
4,3,5,5,3,24221323
5,5,2,5,6,24223987
2,2,8,5,4,24225583
3,1,7,6,2,24230415
1,1,9,5,4,24233337
5,5,9,6,4,24236335
1,1,6,3,2,24236897
4,4,2,2,3,24240110
5,3,7,5,3,24243319
3,1,1,3,1,24243376
1,1,8,5,5,24245519
4,4,1,2,3,24245940
5,5,6,4,7,24250244
1,1,6,3,6,24250660
4,4,1,1,2,24251381
5,5,4,6,2,24252025
4,3,1,2,1,24255680
4,3,8,5,4,24257175
1,1,7,4,3,24258139
5,5,4,5,5,24259945
1,1,8,6,3,24260730
1,1,7,3,5,24266242
1,1,5,6,4,24271367
5,5,3,4,5,24274882
1,1,9,7,3,24277631
2,2,4,1,2,24279084
3,2,8,2,5,24281247
2,2,9,6,4,24282217
3,3,3,2,5,24286898
5,3,2,6,1,24287242
2,1,6,4,7,24288579
1,1,1,7,2,24291126
1,1,2,3,2,24292563
1,1,8,6,4,24292711
5,5,6,6,7,24293484
5,3,8,5,4,24293948
4,2,6,6,2,24298259
5,5,1,1,4,24299108
4,4,9,6,5,24299362
3,3,4,5,4,24304697
2,4,3,2,2,24310903
1,1,8,7,4,24311569
2,2,7,5,6,24313114
4,3,9,5,3,24314186
1,1,9,7,3,24314362
5,5,3,2,7,24314796
5,5,7,2,5,24316215
5,5,6,2,6,24316687
5,5,2,5,7,24317809
1,1,6,7,6,24318853
1,1,9,5,3,24322062
5,5,3,3,6,24322345
1,1,7,6,3,24323215
2,3,7,3,5,24324046
5,5,8,7,4,24326390
1,1,9,5,4,24329744
2,2,4,3,5,24332074
2,2,6,3,4,24333263
4,4,9,7,6,24333646
1,1,8,5,3,24333970
4,4,1,2,6,24335839
5,5,1,2,6,24342192
1,1,9,7,3,24342944
5,5,1,5,6,24344830
1,1,8,5,5,24344997
3,3,3,4,2,24346780
5,5,5,5,6,24347165
1,1,8,7,4,24347566
5,5,3,3,6,24350269
5,5,5,3,7,24350807
1,1,7,6,2,24353113
2,2,6,4,5,24353634
1,1,6,2,3,24353958
5,2,1,2,3,24355052
5,5,8,6,4,24358063
5,5,6,6,6,24359074
5,5,9,7,5,24364733
2,4,2,5,1,24367025
4,3,5,5,6,24367056
1,1,3,3,5,24368720
1,1,9,6,5,24369494
5,5,8,3,6,24369539
5,5,6,5,6,24371088
1,5,5,7,2,24371663
1,1,7,5,4,24372962
5,5,3,4,6,24373432
2,1,8,5,5,24374034
4,4,2,1,5,24375678
5,5,4,6,7,24376444
3,2,6,3,1,24376690
3,1,6,3,3,24377557
5,5,2,2,6,24377697
5,5,8,4,6,24378049
1,1,7,6,2,24379513
2,2,1,2,4,24382530
1,1,7,3,1,24382628
1,1,9,5,4,24383152
1,1,4,5,2,24385532
2,2,4,2,4,24387055
1,2,1,2,4,24387950
5,3,9,6,6,24390158
2,2,7,4,5,24390537
5,5,5,5,6,24391916
1,1,1,6,4,24394176
1,1,8,5,3,24397591
5,4,3,3,1,24398070
5,5,2,5,4,24401952
1,1,7,5,4,24402787
4,4,3,3,3,24405001
1,1,6,6,4,24405505
1,1,7,3,4,24407452
1,1,2,2,3,24408167
5,5,6,3,7,24411201
1,2,7,5,2,24414910
1,1,8,5,5,24417889
5,5,4,3,6,24423293
1,1,6,5,2,24426417
5,5,9,2,7,24426654
3,2,8,3,5,24428732
2,2,8,6,5,24428876
1,1,7,5,3,24433058
1,2,9,5,3,24435407
2,2,4,4,4,24435780
1,1,9,5,3,24437903
1,1,6,3,5,24438415
5,3,7,5,3,24441767
2,2,7,6,2,24442363
4,4,1,5,4,24442494
4,4,6,6,7,24442501
1,1,7,4,6,24445931
2,1,6,5,1,24447073
1,1,9,5,3,24448519
5,5,5,5,4,24449517
4,3,1,1,1,24455684
5,5,8,5,5,24455744
5,5,3,4,7,24458912
1,1,3,6,2,24463673
5,5,8,5,6,24464338
5,5,3,3,7,24465572
3,3,1,3,6,24466459
3,3,3,2,3,24470021
1,1,5,4,5,24473592
5,5,7,5,7,24482145
4,5,2,3,4,24482634
5,5,8,7,7,24483996
2,2,6,7,2,24485578
1,1,8,3,3,24488921
3,3,7,6,4,24490503
4,3,8,6,7,24490591
3,2,3,2,1,24493342
1,1,8,5,5,24493802
5,5,5,5,7,24494774
2,1,3,4,2,24495548
2,2,8,2,1,24495791
3,3,6,2,1,24495818
5,5,8,5,6,24496974
5,4,1,3,3,24497590
4,3,1,1,2,24498612
5,5,6,2,5,24500247
3,1,8,4,5,24500809
1,1,1,6,5,24504021
5,5,9,5,5,24509490
1,1,7,4,3,24511211
1,1,6,2,3,24511597
5,5,3,3,6,24513075
4,4,7,7,6,24513731
1,1,9,7,6,24514043
1,1,9,5,3,24514635
5,5,8,6,6,24515867
3,3,1,6,6,24519734
5,5,1,1,6,24520312
5,5,4,1,6,24520602
1,1,7,4,5,24520744
5,5,8,5,7,24523310
1,1,2,2,5,24525418
1,2,1,3,4,24527687
2,2,3,6,3,24527850
1,1,8,6,4,24527919
5,5,6,6,7,24528061
2,2,7,5,2,24528254
1,1,6,7,5,24532010
1,1,9,5,5,24537998
2,2,9,5,2,24540245
5,5,1,3,6,24541442
2,2,8,2,1,24541988
1,1,7,4,3,24545078
5,5,6,5,6,24545304
1,1,8,6,5,24545453
2,2,7,5,3,24545493
5,5,6,5,6,24548164
5,5,9,4,5,24551901
5,5,4,3,7,24552093
3,2,7,5,2,24552853
1,1,3,3,1,24552945
1,1,8,2,3,24552970
4,4,4,3,3,24553693
1,1,7,2,2,24561655
5,5,8,7,6,24564561
1,1,6,2,7,24564925
4,3,6,4,3,24565960
5,5,4,6,6,24566531
3,2,7,5,3,24569562
2,3,8,6,4,24571890
1,1,6,6,4,24573785
2,2,6,3,4,24574539
5,5,4,1,6,24580140
3,2,1,3,1,24583106
1,1,8,3,1,24586644
5,5,5,5,5,24587960
4,4,5,6,3,24588781
5,5,5,2,7,24589040
3,1,6,6,3,24589779
1,1,9,6,4,24591168
2,1,4,5,1,24592960
1,1,6,2,5,24593355
3,3,4,2,4,24598147
5,3,7,3,6,24599551
5,5,1,2,5,24603488
5,5,2,7,5,24606793
5,5,1,3,5,24611775
5,5,7,5,5,24614664
1,1,7,6,2,24621575
2,2,9,6,4,24621653
2,2,4,4,3,24625986
5,5,4,3,6,24626007
1,1,9,7,6,24626597
5,5,6,3,6,24627874
5,5,8,6,6,24630642
1,1,7,7,5,24635405
4,3,6,6,3,24638872
1,1,8,7,2,24639271
3,5,6,5,6,24645685
5,5,2,5,5,24648369
1,2,3,5,1,24649487
1,1,7,5,5,24651835
4,4,5,2,4,24656267
2,2,6,2,6,24656602
1,1,9,5,6,24658302
1,1,6,5,1,24663663
4,2,4,3,4,24664073
5,5,8,5,3,24664802
1,1,8,5,2,24665649
1,1,9,7,3,24665782
3,3,4,4,5,24668321
5,5,3,3,7,24668377
4,4,1,2,2,24670650
2,2,6,5,2,24670666
1,1,8,4,4,24677501
5,4,8,5,5,24680076
5,5,3,5,5,24685372
1,1,6,5,4,24686209
5,5,6,7,7,24687547
5,5,6,5,6,24694566
5,5,9,7,6,24695919
1,1,5,1,1,24698804
2,2,6,3,4,24699847
5,5,6,6,6,24700190
2,2,4,3,3,24700269
3,1,2,2,4,24703339
2,3,5,5,5,24703668
1,1,3,6,4,24706154
1,1,8,3,4,24707429
5,5,2,2,7,24710299
1,1,9,1,5,24710947
5,5,6,3,6,24712027
3,3,3,2,3,24714520
1,1,9,6,5,24716635
1,2,7,5,3,24722170
1,1,6,3,6,24724276
1,1,9,5,3,24724701
2,1,3,5,6,24727856
1,1,7,3,6,24728567
5,5,6,3,6,24728894
1,1,9,5,3,24731064
5,2,7,7,2,24731924
5,4,8,7,3,24734073
4,4,4,2,6,24735061
5,5,1,1,4,24736552
1,1,3,2,4,24737826
5,5,5,3,7,24738809
1,1,6,5,2,24739973
5,5,2,5,5,24741228
3,3,3,3,6,24741303
1,1,9,5,4,24743023
1,2,2,1,2,24743329
2,2,9,6,2,24746598
5,5,3,2,6,24748241
3,1,2,3,1,24748349
1,1,3,5,5,24751521
3,3,7,5,4,24751730
5,5,9,6,6,24753307
1,1,8,4,3,24758698
5,5,8,5,6,24759100
1,1,9,5,4,24761810
4,4,6,4,6,24762265
1,1,8,5,5,24762523
1,1,6,6,6,24763533
5,5,1,2,5,24763613
2,2,7,5,3,24766254
5,5,5,5,6,24766884
5,5,7,5,6,24767625
2,2,5,5,2,24770577
3,2,5,1,1,24771078
5,5,4,3,6,24772630
5,5,2,3,7,24776704
5,5,8,7,7,24777962
5,4,9,5,4,24778879
1,1,4,4,2,24779256
4,4,1,1,4,24779391
1,1,8,6,4,24780043
5,5,9,7,6,24780624
1,1,8,5,3,24783231
5,4,3,6,7,24785619
1,1,9,6,4,24786916
2,3,7,5,5,24787295
3,3,5,3,2,24789815
1,1,7,3,6,24794444
5,5,5,5,6,24795683
5,5,2,5,3,24796038
2,2,5,1,3,24796065
4,3,5,5,1,24799143
1,1,6,5,4,24799330
4,3,1,2,4,24803252
1,1,8,5,4,24804993
4,4,1,1,3,24806032
2,2,7,2,5,24808024
1,1,9,4,3,24810818
5,4,8,5,2,24812495
2,3,6,3,4,24813753
1,1,8,4,2,24816152
3,2,6,3,2,24817006
5,5,8,7,6,24819604
5,5,1,5,5,24820575
5,4,6,6,6,24822124
2,1,8,5,6,24822358
5,4,8,6,2,24822402
1,1,9,5,4,24828111
1,1,9,6,2,24828490
5,4,6,4,7,24831232
5,5,1,4,6,24831553
1,1,7,7,5,24834411
5,5,6,3,6,24836668
2,2,2,3,4,24838663
5,5,8,5,6,24839176
1,1,3,1,3,24839265
1,1,7,4,4,24839653
5,5,8,6,6,24841679
4,3,9,5,6,24843571
5,5,5,4,7,24843660
1,1,6,5,1,24843861
5,5,7,5,5,24852284
1,1,3,2,2,24857239
1,1,6,2,6,24864030
2,2,6,5,6,24865964
5,5,2,1,6,24866051
1,1,4,3,4,24867304
5,5,9,7,6,24867780
5,5,2,5,7,24867803
5,5,7,6,6,24868015
1,1,7,5,5,24868448
5,5,8,5,6,24871662
3,3,1,2,1,24872529
4,3,4,3,2,24873277
5,4,6,6,6,24873278
1,1,8,7,5,24874195
1,1,6,5,6,24874282
1,1,4,5,5,24876789
4,3,9,6,5,24881591
5,5,8,6,6,24885076
5,5,1,6,6,24887610
1,2,7,6,2,24888427
1,1,6,3,4,24888818
5,4,7,6,2,24890662
1,1,7,7,3,24892029
3,4,8,6,3,24892604
4,3,7,5,6,24893972
5,5,5,4,5,24894799
1,1,6,5,1,24896508
5,5,8,6,6,24896671
3,3,1,2,1,24901594
2,2,4,5,2,24901664
4,4,1,2,3,24908077
1,1,6,3,5,24912408
1,1,3,2,3,24919519
4,4,7,6,6,24919698
5,5,6,5,6,24919718
1,1,8,5,4,24919913
3,4,3,6,2,24922089
5,4,8,5,3,24927235
5,5,8,3,4,24930001
1,1,8,6,2,24931330
5,5,8,7,6,24932605
1,1,4,4,5,24935012
5,2,7,5,6,24938297
4,3,2,5,1,24938994
4,4,6,5,6,24939687
3,2,3,6,3,24948639
5,5,6,5,7,24949728
1,1,5,3,1,24950939
1,1,9,6,2,24953937
5,5,4,2,6,24959896
5,5,6,2,5,24961685
3,1,8,2,5,24964169
1,1,8,6,4,24964996
4,3,1,6,2,24965251
5,5,4,3,6,24966072
1,1,4,5,5,24971026
2,1,8,3,4,24971248
1,1,9,5,5,24973645
4,3,3,5,1,24979632
3,1,2,2,2,24981496
1,1,3,2,4,24983005
5,5,8,2,6,24983815
4,4,1,4,5,24986209
5,5,2,2,6,24987405
5,5,3,3,2,24988131
1,1,6,7,2,24992317
1,1,6,6,5,24993064
1,1,8,5,3,24993697
5,5,7,5,6,24996325
2,1,1,1,3,24996891
4,3,8,6,6,24997873
2,3,4,3,5,25004164
4,3,7,3,1,25007107
5,5,2,5,6,25008171
1,1,3,2,1,25008972
5,5,3,3,7,25011413
5,5,4,3,4,25012243
1,2,8,4,3,25015257
5,5,5,2,5,25015381
2,1,6,5,1,25017044
3,2,9,6,5,25020593
5,3,4,2,5,25026203
1,1,6,2,6,25028371
1,1,5,3,4,25028793
1,1,7,3,2,25031508
1,1,9,5,5,25033805
4,3,3,5,6,25037069
2,2,3,2,3,25037880
1,2,7,6,2,25042089
5,5,8,6,6,25042481
5,5,3,4,6,25043380
2,2,7,4,5,25043783
1,1,4,5,2,25044707
5,5,6,7,6,25046353
5,5,2,5,6,25048429
3,3,3,2,2,25051030
1,2,7,7,2,25054013
4,4,6,3,5,25054234
3,3,9,5,3,25055899
3,3,7,1,1,25059007
5,5,7,7,6,25064560
5,5,7,5,7,25072001
2,2,2,4,4,25072370
1,1,7,3,5,25076553
5,5,8,5,6,25078752
1,1,8,3,5,25079207
1,1,6,6,4,25079536
5,5,9,6,7,25086497
1,1,7,5,4,25086503
5,5,2,7,5,25086598
5,5,1,2,4,25088820
1,1,9,6,5,25092237
2,2,5,2,2,25094372
5,5,9,6,5,25097827
4,4,7,2,1,25097900
5,5,4,5,7,25098794
5,5,1,1,4,25103546
1,1,2,3,1,25108691
2,3,5,1,1,25108835
1,1,9,6,4,25109509
1,2,9,5,3,25109925
2,2,9,6,7,25110364
2,1,8,4,3,25121233
3,2,1,2,2,25121603
1,1,9,5,5,25125750
4,3,3,3,2,25127779
2,2,4,5,4,25128877
3,2,6,7,6,25130111
1,1,6,3,5,25130156
5,5,7,5,7,25133925
1,1,9,5,3,25135186
1,1,5,2,4,25136824
1,1,4,4,3,25137465
1,1,9,5,4,25138477
1,1,6,3,6,25139105
1,1,4,5,2,25139696
1,1,8,5,4,25139899
5,5,6,5,7,25142880
3,2,6,5,1,25144171
3,2,3,5,3,25145800
5,5,6,5,4,25147030
1,1,8,6,3,25152078
2,2,7,4,3,25152453
5,5,4,6,6,25154370
4,3,7,6,6,25156485
3,1,3,5,4,25157913
5,5,1,1,3,25158079
1,2,2,4,4,25161256
1,1,1,2,3,25161497
4,4,6,5,5,25165808
1,1,4,5,2,25169633
3,2,2,2,1,25172567
5,5,4,3,6,25176537
5,5,9,6,5,25177854
1,1,6,5,5,25178112
5,5,2,3,7,25179982
1,2,5,6,5,25180582
5,5,4,5,7,25181324
5,5,5,3,6,25182661
1,1,7,6,5,25183166
5,5,9,7,6,25186618
1,1,6,5,4,25192781
5,5,6,3,7,25193184
4,3,4,3,2,25193455
1,1,6,6,2,25194576
5,5,9,6,5,25195456
4,2,7,5,3,25196629
1,2,1,6,1,25197386
1,1,7,6,2,25199526
1,1,2,2,5,25200067
1,1,1,3,5,25201844
4,3,2,2,2,25203826
2,2,4,7,4,25206238
4,3,7,4,3,25206428
5,5,3,3,5,25209925
4,4,3,5,3,25212824
5,2,4,5,6,25216149
1,1,9,6,5,25216753
5,5,5,6,7,25217918
2,3,5,6,3,25218309
3,3,3,5,6,25220306
4,2,3,3,2,25221992
1,1,8,5,3,25224118
1,1,9,6,3,25227601
3,3,8,3,5,25227933
1,1,6,5,5,25231314
1,1,8,6,3,25231432
1,1,8,2,4,25232478
1,1,5,5,2,25234179
5,5,3,2,7,25235841
1,1,7,6,3,25237511
1,1,9,3,5,25239302
1,1,3,3,4,25246320
5,5,4,4,6,25247212
5,4,1,5,3,25247251
5,5,8,2,7,25247653
3,2,8,5,6,25249421
2,2,7,5,5,25253711
5,5,8,6,5,25256626
1,1,9,5,6,25263251
1,1,9,5,4,25264165
2,2,3,4,4,25266390
5,5,5,3,6,25271805
2,2,3,3,3,25272076
1,2,6,5,5,25273613
1,1,9,7,4,25274611
5,5,5,3,7,25281618
4,3,1,2,1,25284257
1,1,1,5,2,25288149
5,5,2,2,7,25289588
5,5,9,7,6,25289949
3,3,6,5,4,25290516
1,1,6,3,5,25295105
3,3,6,6,6,25295666
1,2,7,7,3,25296232
3,3,4,6,7,25296415
1,1,4,4,3,25301186
1,1,9,6,5,25302905
1,1,5,4,6,25303600
2,2,4,3,4,25308005
4,5,3,2,2,25312240
5,3,4,3,5,25314164
1,1,6,4,3,25314725
3,4,7,2,1,25317139
5,5,2,5,5,25317438
1,1,8,6,6,25321508
1,2,6,5,2,25322243
5,5,4,6,6,25322602
5,5,2,6,6,25324824
1,1,9,6,5,25330923
5,5,9,6,7,25333347
5,5,4,7,3,25334793
2,2,7,6,2,25336566
1,2,9,7,4,25337758
1,2,6,5,2,25337794
5,5,6,5,4,25338071
1,1,7,4,5,25338597
1,1,6,6,2,25339640
1,1,6,6,5,25347429
1,1,8,7,2,25355226
1,1,7,6,5,25355800
1,1,5,2,7,25357484
1,1,9,5,4,25359141
5,5,9,5,3,25360376
5,5,6,5,6,25362475
5,5,9,5,6,25362600
1,1,7,3,4,25362866
2,3,7,5,4,25375199
1,1,9,7,6,25376438
1,1,9,7,4,25376472
2,2,7,4,2,25379381
3,3,2,2,4,25380940
5,5,2,2,5,25381612
5,5,5,3,4,25381914
5,5,4,4,3,25382499
5,5,2,5,6,25382744
5,5,7,5,6,25386473
5,5,6,6,5,25387309
5,5,1,5,7,25389612
1,1,3,3,2,25390796
5,5,7,4,6,25392913
4,4,6,4,3,25396163
5,5,7,6,6,25399559
5,5,8,6,5,25402431
1,1,8,7,2,25404184
1,1,7,2,3,25408140
4,3,6,3,2,25412724
3,2,1,2,2,25414776
3,3,4,5,3,25414784
2,2,6,5,4,25414801
2,2,5,4,4,25415498
5,5,2,3,4,25416455
5,4,7,3,5,25416913
1,2,3,4,5,25421446
1,1,9,5,5,25428028
1,1,8,5,3,25429063
3,3,5,2,2,25429166
3,3,2,2,2,25430465
1,1,2,1,2,25431801
4,3,7,4,1,25433919
5,2,2,5,1,25434247
5,5,5,4,4,25434409
5,5,4,4,6,25440670
1,2,6,6,4,25442421
1,1,4,5,5,25444550
1,2,8,6,4,25447882
4,4,7,5,3,25448006
1,1,9,5,5,25449484
1,1,7,5,2,25450141
5,5,6,5,5,25451899
1,1,9,5,2,25453978
5,5,4,3,7,25455224
5,5,3,2,6,25455767
2,3,7,5,4,25456800
4,2,3,5,4,25456920
3,3,7,5,6,25457801
5,5,6,2,6,25461849
1,1,4,2,2,25464701
2,2,6,3,3,25464974
5,5,7,6,6,25465360
1,1,6,5,1,25468140
1,1,8,7,5,25468538
5,5,2,3,5,25470710
2,1,7,3,6,25473153
4,3,8,5,5,25473520
5,5,2,2,6,25477054
1,2,6,5,4,25477090
1,1,8,4,3,25480628
1,2,9,7,5,25488965
1,1,7,6,6,25489549
4,2,4,2,2,25489669
1,1,4,3,3,25492422
5,5,6,2,7,25492806
5,5,2,3,5,25493466
1,1,9,6,3,25499820
5,3,6,5,6,25501151
2,1,1,3,1,25502268
1,1,7,4,3,25502528
5,5,1,3,3,25503129
1,1,6,5,3,25503495
1,1,3,2,4,25508492
4,3,9,6,2,25511557
1,1,9,7,4,25511772
1,1,9,3,5,25512151
1,1,8,5,6,25512858
5,5,3,2,6,25513505
1,1,8,6,5,25516561
5,5,6,3,6,25522079
1,1,7,4,5,25524483
3,3,9,6,5,25525028
3,3,2,2,6,25525755
5,5,1,3,3,25525813
2,1,5,5,4,25526362
1,1,8,6,5,25528344
3,3,8,6,2,25528433
5,5,8,3,7,25529364
1,1,7,6,2,25532640
5,5,3,2,7,25534149
1,1,7,5,5,25535149
4,2,6,7,7,25535153
2,2,7,3,5,25536261
2,2,8,7,3,25538221
1,1,6,5,1,25538830
5,3,6,6,4,25539564
3,3,8,6,3,25540803
3,3,7,3,6,25541411
3,3,7,3,4,25543060
1,1,5,5,4,25543615
1,2,9,5,3,25543760
3,2,7,7,5,25553099
5,5,6,2,1,25554500
3,3,7,5,3,25558208
1,1,8,3,3,25560693
1,1,6,3,5,25564084
1,1,4,3,1,25564724
5,5,3,4,5,25565320
1,1,8,7,4,25565804
5,4,8,6,4,25566480
1,1,1,1,3,25573518
1,1,9,7,5,25574418
2,1,6,6,3,25574504
4,3,2,3,6,25579761
5,5,4,2,7,25582872
4,4,4,3,2,25583081
5,3,8,5,5,25583501
3,3,8,3,3,25583819
3,1,3,3,6,25586297
4,3,1,5,5,25587796
1,1,6,5,7,25589990
3,3,6,3,1,25591079
1,1,8,5,5,25592354
2,2,5,2,5,25593139
1,3,2,5,3,25595830
4,4,4,6,3,25598870
5,5,5,3,6,25601270
5,4,9,5,6,25601946
5,5,7,2,3,25606218
2,3,8,6,3,25606453
4,4,8,5,5,25609497
4,4,2,3,5,25609519
1,1,6,6,3,25611241
5,5,7,5,6,25614088
4,4,9,5,3,25614766
1,1,7,6,3,25615859
1,1,9,7,2,25618321
1,1,3,6,2,25621803
1,1,6,5,2,25622125
3,3,6,7,7,25626504
5,5,8,3,5,25628594
2,1,8,5,3,25629064
5,5,6,3,6,25630666
5,5,7,5,7,25642796
1,1,7,5,5,25643083
3,4,1,5,3,25649982
2,2,4,6,6,25650576
5,5,9,6,6,25656000
5,5,2,3,3,25658591
2,2,8,5,5,25660207
2,4,5,5,5,25665668
1,1,9,5,3,25665872
5,5,6,4,6,25666591
1,1,8,5,3,25669598
1,1,2,1,3,25671246
2,1,8,3,4,25673406
4,3,6,1,5,25676670
2,1,3,6,5,25677253
1,2,5,5,2,25677491
5,4,2,5,6,25678105
5,5,1,2,2,25678180
2,2,7,3,5,25683093
5,5,6,3,5,25691044
5,5,2,2,7,25691930
1,1,8,6,2,25692378
1,1,8,7,3,25693423
1,1,8,5,5,25695847
3,2,3,5,6,25696342
5,5,8,2,5,25699464
3,3,7,5,5,25702266
2,2,4,2,3,25703799
1,1,4,3,2,25705793
1,1,8,3,1,25707381
5,5,3,6,6,25712636
5,5,8,6,6,25713775
5,5,8,7,6,25713913
1,1,8,6,2,25716987
3,3,8,7,5,25719535
1,1,9,5,5,25725068
5,5,3,3,6,25731613
5,5,1,1,4,25734791
5,5,4,1,6,25735663
5,5,9,7,6,25735950
1,1,8,6,5,25740037
2,2,1,1,2,25742577
1,1,4,4,2,25743992
5,5,2,2,5,25746763
5,5,3,5,6,25747212
1,1,9,5,4,25750884
1,1,6,2,6,25752136
1,1,3,4,2,25753013
5,5,4,5,6,25755418
3,3,7,5,5,25755944
5,5,8,6,6,25757663
5,5,6,3,7,25757976
1,1,3,3,4,25758964
1,1,6,5,2,25761627
1,1,8,4,5,25761946
3,3,7,3,4,25767777
1,1,4,3,5,25768602
5,5,6,7,7,25768894
1,1,5,2,5,25769269
5,5,5,6,6,25769334
1,1,9,5,3,25770125
1,1,3,1,1,25770570
1,1,9,6,3,25775319
1,1,7,3,3,25779772
5,5,9,4,6,25780674
4,4,8,7,6,25781546
5,5,7,4,7,25783947
2,2,8,5,5,25785498
2,2,6,6,5,25786881
5,5,5,5,7,25790409
5,4,4,2,6,25792371
1,1,8,7,3,25792428
5,5,2,3,5,25798185
4,3,8,5,6,25800251
5,3,2,2,1,25800321
5,3,6,7,4,25801553
2,2,7,6,5,25803512
1,1,7,5,5,25808683
5,5,4,3,7,25811390
