AGE7,SU_ID,ECON6A_2,ECON6C_2,ECON5A_B2,GENDER2,RACETH2,P_DENSE2,question
7,26472155,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,26477341,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
5,26481683,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26481830,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,26481971,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
5,26483243,Did not apply,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,26484384,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,26485811,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,26485892,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
2,26487144,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,26489698,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
4,26492446,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26497263,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
7,26502823,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_3
2,26504346,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
4,26506794,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_8
6,26509167,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,26512703,Received,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
3,26512945,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3"
2,26513087,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2"
2,26514422,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
4,26516547,Did not apply,Did not apply,Often true,Female,"White, non-Hispanic",Urban,ECON7_8
4,26517522,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
3,26521556,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,26523289,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
4,26523776,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,26524526,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,26525674,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
5,26527663,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_3, ECON7_5"
2,26528994,Received,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,26533359,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_2
3,26533469,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
6,26534135,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_2
7,26535755,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_REF
3,26535792,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,26535948,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
4,26536278,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_2
6,26536677,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26538094,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,26539065,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
6,26540678,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3, ECON7_4"
3,26541456,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
1,26545138,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
6,26551178,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26554912,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
6,26562578,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,26563406,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
7,26567509,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,26569961,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,26572385,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
6,26572387,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
5,26575830,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
7,26578958,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26579259,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,26579664,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,26584922,Did not apply,Did not apply,Often true,Male,"Black, non-Hispanic",Rural,ECON7_8
5,26591720,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_2, ECON7_3"
1,26596344,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26598224,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_2, ECON7_3, ECON7_5"
5,26598257,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
2,26603558,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Urban,ECON7_2
6,26605462,Applied,Did not apply,Sometimes true,Male,"Other, non-Hispanic",Urban,ECON7_8
5,26606879,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3"
3,26607675,Tried to apply,Tried to apply,Often true,Female,"White, non-Hispanic",Suburban,ECON7_8
6,26608532,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,"ECON7_4, ECON7_7"
5,26609844,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
7,26609959,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,26610206,Did not apply,Did not apply,Never true,Female,Hispanic,Rural,ECON7_SKP
4,26610285,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,26611285,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,26611517,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_2
5,26613333,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_1
6,26615901,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2"
5,26620314,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_3, ECON7_5"
5,26620541,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26623188,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_2, ECON7_3"
4,26626966,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
5,26627324,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
3,26627443,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,26631969,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
7,26633014,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,26638471,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
5,26639367,Received,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
5,26640939,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,26642139,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,26643232,Received,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_8
5,26643386,Received,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,ECON7_8
3,26650493,Received,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
3,26652901,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26653139,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
5,26656110,Did not apply,Received,Often true,Female,"Black, non-Hispanic",Urban,ECON7_8
4,26657441,Did not apply,Did not apply,Often true,Female,Hispanic,Urban,"ECON7_1, ECON7_4, ECON7_5"
3,26662618,Did not apply,Did not apply,Often true,Male,Hispanic,Rural,"ECON7_3, ECON7_7"
3,26664610,Tried to apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
4,26664998,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
2,26666040,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Suburban,"ECON7_5, ECON7_7"
3,26669156,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
6,26670868,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26671148,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_2, ECON7_7"
3,26674671,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
1,26676415,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_3"
3,26676600,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,26684368,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,26688515,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,26694754,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Suburban,"ECON7_2, ECON7_5"
2,26695313,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_5
6,26696831,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,26700018,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26700379,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,26702947,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,26704638,Tried to apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,26705260,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26706661,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
4,26706981,Did not apply,Received,Often true,Female,"Other, non-Hispanic",Urban,ECON7_8
2,26707556,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,26707704,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
7,26708256,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_8
2,26710807,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
5,26715074,Received,Did not apply,Sometimes true,Male,"Black, non-Hispanic",Urban,ECON7_3
7,26723987,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
7,26724722,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,26729282,Did not apply,Did not apply,Often true,Female,"Other, non-Hispanic",Urban,ECON7_1
3,26729729,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_2
3,26731985,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_2, ECON7_3"
7,26732594,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
4,26732789,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_5"
3,26735220,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26735465,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,26738344,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_3, ECON7_5, ECON7_7"
3,26739085,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_3, ECON7_5"
3,26739368,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Suburban,ECON7_8
3,26739871,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,26740719,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,26741396,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
6,26742142,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
3,26743930,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,26745251,Tried to apply,Tried to apply,Often true,Female,"Other, non-Hispanic",Urban,ECON7_8
4,26745703,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
1,26747114,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Rural,ECON7_7
2,26747538,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26748107,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,26748291,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
5,26753679,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26753929,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
7,26754542,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3, ECON7_7"
6,26754571,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_8
5,26757730,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
4,26759042,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26761433,Received,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
3,26763655,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_3
6,26764222,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
6,26778649,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_1
3,26780694,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_8
6,26781703,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,26784763,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
7,26790826,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,26791024,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
5,26792769,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,26792821,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
5,26796548,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,26797112,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
2,26797548,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_2
6,26799498,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,26802898,Did not apply,Did not apply,Sometimes true,Female,"Other, non-Hispanic",Suburban,ECON7_8
5,26803099,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_3
1,26803507,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
1,26804741,Applied,Did not apply,Often true,Female,"Other, non-Hispanic",Urban,ECON7_8
3,26810206,Tried to apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26810776,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
6,26812321,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_3
2,26812409,Applied,Did not apply,Often true,Female,Hispanic,Urban,ECON7_2
5,26817087,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26819216,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
2,26821998,Applied,Did not apply,Sometimes true,Female,"Black, non-Hispanic",Urban,ECON7_8
5,26822467,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_8
3,26824168,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
6,26824888,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
7,26825718,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
1,26828752,Received,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,26830460,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,26831017,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,26832682,Did not apply,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_5
3,26835031,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_7"
7,26835352,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,26837050,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
1,26837930,Did not apply,Did not apply,Often true,Male,"White, non-Hispanic",Rural,ECON7_8
5,26838558,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,26847311,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_3
3,26849923,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
4,26851761,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,"ECON7_1, ECON7_2, ECON7_3, ECON7_7"
4,26852667,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3"
6,26853704,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
1,26854078,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_3, ECON7_5"
1,26854360,Did not apply,Did not apply,Never true,Female,Hispanic,Rural,"ECON7_2, ECON7_3, ECON7_5"
5,26854547,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
1,26855189,Tried to apply,Did not apply,Often true,Female,"Black, non-Hispanic",Urban,ECON7_8
3,26858078,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
1,26858651,Tried to apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_3
6,26862440,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
3,26864313,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,"ECON7_1, ECON7_3"
4,26868605,Did not apply,Did not apply,Sometimes true,Male,Hispanic,Urban,ECON7_8
3,26869108,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
2,26869370,Did not apply,Did not apply,Often true,Male,"Black, non-Hispanic",Urban,"ECON7_2, ECON7_5, ECON7_6, ECON7_7"
6,26877024,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26881960,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,26882357,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,ECON7_5
3,26886331,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,26886426,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_8
2,26888065,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,ECON7_1
2,26890955,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_1
5,26891599,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Suburban,ECON7_3
3,26891744,Applied,Did not apply,Often true,Male,"Black, non-Hispanic",Urban,ECON7_8
6,26894680,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
2,26898243,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Rural,ECON7_1
5,26898982,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,"ECON7_1, ECON7_2, ECON7_3"
4,26903750,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26912962,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
5,26913216,Received,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_2
6,26913461,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26922070,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_7
5,26923719,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,26927114,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_3, ECON7_6"
1,26933777,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
3,26934442,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
4,26935296,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
5,26938209,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
3,26944288,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_8
3,26949536,Did not apply,Did not apply,Sometimes true,Female,Hispanic,Urban,ECON7_3
2,26953487,Did not apply,Did not apply,Sometimes true,Female,"White, non-Hispanic",Urban,ECON7_2
7,26953564,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_1
2,26954028,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,26954683,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,26954919,Did not apply,Did not apply,Never true,Male,Hispanic,Urban,ECON7_1
7,26963135,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,26968421,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26968885,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
2,26969409,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
2,26970542,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,26972327,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
1,26985780,Tried to apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,26990490,Did not apply,Did not apply,Never true,Female,Hispanic,Urban,"ECON7_3, ECON7_5"
6,26993234,Received,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
7,26998127,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
5,26998937,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
5,27000085,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
2,27000288,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,27001763,Did not apply,Did not apply,Never true,Female,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_2, ECON7_3"
7,27001834,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27002956,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
4,27004911,Did not apply,Did not apply,Sometimes true,Male,"White, non-Hispanic",Urban,ECON7_5
7,27006868,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,"ECON7_1, ECON7_3"
6,27007620,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_3
2,27009214,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
2,27010638,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,27014048,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27017610,Applied,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_3
5,27019132,Applied,Applied,Never true,Male,"White, non-Hispanic",Suburban,ECON7_8
6,27020090,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,27020667,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
3,27025068,Applied,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_3
6,27026453,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,27027797,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
4,27029313,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27037311,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
2,27038099,Did not apply,Did not apply,Never true,Male,"Other, non-Hispanic",Urban,ECON7_1
3,27038238,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
4,27038437,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Rural,ECON7_8
5,27040329,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Suburban,ECON7_2
6,27043986,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
7,27044668,Did not apply,Did not apply,Never true,Female,"Black, non-Hispanic",Urban,ECON7_8
7,27044743,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
6,27045122,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,ECON7_1
6,27050466,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_8
6,27052799,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_3
6,27057914,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Suburban,ECON7_3
3,27060987,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
6,27061608,Did not apply,Did not apply,Never true,Male,"White, non-Hispanic",Urban,"ECON7_1, ECON7_3"
5,27063140,Did not apply,Did not apply,Never true,Female,"White, non-Hispanic",Urban,ECON7_1
